"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000073756",37498.2743179567,31881.5134440115,37259.7799521023,53979.5886522313,40375.6362946948,76857.9595663653
"ENSG00000073792",2301.22176314888,5352.93808739332,3444.57833405047,2934.00922344661,5017.62489491514,3571.28615024816
"ENSG00000073803",4208.46003377422,5758.4184152491,3427.11923098582,11531.6631626255,12160.7861926276,10081.0746607486
"ENSG00000073849",19288.1782101129,13240.3772904257,5997.71540574084,65731.5766664986,60333.5949858956,43626.7022243307
"ENSG00000073910",157.593397009417,412.45419098843,0,276.15377332474,1279.35632635902,182.961447267172
"ENSG00000073921",18042.6531235214,23909.3916172254,19946.5117483388,16881.2701938911,20686.2893467047,17750.2928950913
"ENSG00000073969",205.050499517935,156.413787403825,359.452121919399,240.263752242825,355.671675792757,369.966241435275
"ENSG00000074054",2624.46731042388,3485.9353001655,3638.68247988695,2841.29333565166,2567.20630467728,3388.32470298099
"ENSG00000074071",2609.24522094001,1802.24548671031,2489.4626958075,2049.71898178941,1279.35632635902,2057.05273584914
"ENSG00000074181",2356.73761891356,10483.7088207035,2115.63248901132,3929.95730846977,7537.05440732175,4981.40338194818
"ENSG00000074201",8998.04571902066,6633.14010531635,7266.067893085,4535.10294171207,4054.65710403744,4452.73577465133
"ENSG00000074211",86.8554517608721,158.406319727441,72.9174304465067,342.949090338306,415.127239507368,359.857874182945
"ENSG00000074219",796.921155331714,754.173484488506,437.50458267904,3326.80556528758,1755.0008360759,1852.86371735207
"ENSG00000074266",678.72610757465,641.595408204225,545.34021925486,681.910400556398,692.232634677247,584.263627184669
"ENSG00000074319",5641.12727931438,5003.24866459878,5259.29804671213,7664.51339104911,6313.96852519262,7437.73662426435
"ENSG00000074356",4350.83134129977,3961.15425934782,4232.29198408527,4095.4501834586,4242.5791536354,4638.7297320942
"ENSG00000074370",763.790725278597,812.953188035167,144.807854830387,4664.70579561899,4513.31430983586,3494.46255913045
"ENSG00000074410",3219.91963435151,7139.24331551471,1654.50676689186,7460.1396598882,4109.86584177243,2487.66918079839
"ENSG00000074416",3064.11707139902,1823.16707610828,4503.42158461876,3977.81066991232,2503.50391498305,3503.56008965755
"ENSG00000074527",15707.4055132909,18455.8306474895,13908.7431061555,28459.7897729291,30835.1417314897,23221.9520887775
"ENSG00000074582",2701.47317487166,1573.10426949452,2327.19573791245,1378.7749765636,745.317959422435,1199.86319285156
"ENSG00000074590",6113.90747034263,3142.22347434181,7698.43744545091,895.256636987786,486.261574665919,1352.49953836174
"ENSG00000074603",4451.11804848758,3964.14305783324,4391.47792379243,5096.38299363203,4738.39608675545,4855.04879129406
"ENSG00000074621",325.036381331924,357.659552089001,295.777746036534,458.594713824479,431.052836930924,336.608629502586
"ENSG00000074657",4201.29669754652,4643.59658018617,4463.36834817631,6198.00725184083,10844.2701389469,7336.65295174105
"ENSG00000074695",26111.2559669979,28672.5401368285,25077.4340372226,28821.6808188384,26195.4843487603,21257.8963316498
"ENSG00000074696",9238.9128996771,8403.50507484881,7266.067893085,7174.01643626293,6584.70368139308,6356.14132826505
"ENSG00000074706",76.1104474193209,166.376449021903,153.023903331401,76.7647673140975,439.546488890154,211.264875573695
